ID,Title,Content,ClosedorQuestionable,Chabad Status,Listing_Type,Meat_Dairy_Parve,Continent,Country,State/Provience,City,listing_thumbnail,_listing_phone,_listing_kosher,_listing_website,_listing_pricing_range,geolocation_lat,geolocation_long,_listing_location,_listing_social__facebook,_listing_kosher_url,_listing_email,_listing_working_hours,_listing_monday_hours_radio,_listing_monday_hours_open,_listing_monday_hours_close,_listing_tuesday_hours_radio,_listing_tuesday_hours_open,_listing_tuesday_hours_close,_listing_wednesday_hours_radio,_listing_wednesday_hours_open,_listing_wednesday_hours_close,_listing_thursday_hours_radio,_listing_thursday_hours_open,_listing_thursday_hours_close,_listing_friday_hours_radio,_listing_friday_hours_open,_listing_friday_hours_close,_listing_saturday_hours_radio,_listing_saturday_hours_open,_listing_saturday_hours_close,_listing_sunday_hours_radio,_listing_sunday_hours_open,_listing_social__instagram,DateCreated,_listing_confirmed,Status,Content_Tagline,Content_Description,Content_Images,Content_Video,Content_Menu_or_URL,street_address,zip_code,KWB_Highlight,More Information:
9168,Chabad of Central Florida,"<h3>Friendly Chabad in Tampa Florida.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>Conveniently located, 3-minute walk to the Hyde Park Hotel, amazing synagogue, perfect for Shabbos in Tampa.</li>
 	<li>Shabbat/Yom Tov Guest Rooms: There are rooms upstairs of the Shul available under <a href=""http://www.chabadofcentralflorida.com/page.asp?pageID=89FAD7CE-A95D-4060-8C47-9E41A7822686"" target=""_blank"" rel=""noopener noreferrer"">reservation</a> for Shabbat and holidays.</li>
 	<li>Hotels nearby Chabad:
<ul>
 	<li>1. Hyde Park Hotel - (813) 254 2000 2105 W Bristol Avenue, Tampa, Florida This hotel is just one block away from Bais David!</li>
 	<li>2. Epicurean Hotel - (813) 999 8700 -1207 S Howard Ave (5-star hotel).</li>
 	<li>3. University Inn - (813) 253 0851 x0 830 W Kennedy Blvd.</li>
</ul>
</li>
 	<li>Chabad provides strictly kosher meals directly to your accommodation. They also provide packed lunches for day trips and picnics. All meals are prepared under the supervision of the Orthodox Kashrut Committee of Tampa.  If you have any queries then please don't hesitate to email to <a href=""mailto:INFO@CHABADOFCENTRALFLORIDA.COM"" target=""_blank"" rel=""noopener noreferrer"">info@chabadofcentralflorida.com</a>.</li>
 	<li>The weekly Kiddush luncheon is sponsored by families in the community in a rotating fashion and because of their generosity, everyone that attends Chabad enjoys a delicious lunch. They would like to open the opportunity for sponsorship to you.</li>
 	<li>MIKVAH ISRAEL OF TAMPA BAY Nightly By Appointment $18 YI Neshei* Member  $36 Non-Member.
<p style=""text-align: left;"" align=""center""><span style=""font-size: small;"">* </span><a href=""http://chabadofcentralflorida.com/page.asp?pageID={3CB4C772-0354-459C-97F2-BF1D5949F1A7}"" target=""_blank"" rel=""noopener noreferrer""><span style=""color: #0000ff; font-size: small;""><u>Click here</u></span></a><span style=""font-size: small;""> to find out more about YI Neshei Membership ($100 for the year) </span><span style=""font-size: small;"">Shabbos and Yom Tov appointments are available.</span></p>
</li>
</ul>",checked,,"Chabad ,Food",,North America,USA,Florida,,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,+1 813-966-8770,,http://www.chabadofcentralflorida.com,moderate,27.9375294,-82.4801971,"2001 W Swann Ave, Tampa, FL 33606, EE. UU.",https://www.facebook.com/Chabad-of-Central-Florida-165365350179928/,,,sunday,appointment,,,appointment,,,appointment,,,appointment,,,appointment,,,appointment,,,appointment,,,21/6/2018,16/8/2021,,,,,,,,,,
17862,Gourmet Butcher,"<h3>Full line of handmade gourmet sausages.</h3>
<strong>KWB's Highlights:</strong>

Did we miss anything? Let us know in the comments below!
Have you been here before? Share your tips with us!
Are you the owner? Claim your listing!",checked,,"Food,Store",,North America,USA,New York,Brooklyn,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,+1 718-661-3613,CHK,,moderate,40.6662816,-73.9366825,"351 Troy Ave, Brooklyn, NY 11213, USA",https://www.facebook.com/GOURMETBUTCHERNY/,http://www.chkosher.com/gkphp/store_dir.php,gourmetbutcherny@gmail.com,sunday,custom,08:30,"a:1:{i:0;s:5:""20:00"";}",custom,"a:1:{i:0;s:5:""08:30"";}","a:1:{i:0;s:5:""20:00"";}",custom,"a:1:{i:0;s:5:""08:30"";}","a:1:{i:0;s:5:""20:00"";}",custom,"a:1:{i:0;s:5:""08:00"";}","a:1:{i:0;s:5:""21:00"";}",custom,"a:1:{i:0;s:5:""08:00"";}","a:1:{i:0;s:5:""17:30"";}",closed,"a:1:{i:0;s:5:""08:30"";}",,custom,"a:1:{i:0;s:5:""08:00"";}",,18/7/2019,17/3/2021,,,,,,,,,,
3424,Great American Health Bar,"<h3>Healthful food like omelets, wraps &amp; baked potatoes served in a diner-style setting.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>If you're searching for a quick and wholesome meal in Midtown, look no further than The Great American Health Bar.</li>
 	<li>It's near Central Park (perfect for a take-out lunch)and just below Cafe Classico. Whether you're in the area catching a live taping of The Late Show with Stephen Colbert, or attending a concert at Carnegie Hall, you don't have too far to schlep to get here.</li>
 	<li>The location makes it easy to get to from Columbus Circle, and the Plaza Hotel. And it's just a few blocks from Broadway.</li>
 	<li>This place it's been around for over 25 years, it's also one of the only dairy waiter service Kosher restaurants in Midtown. Don't be surprised if you find yourself rubbing shoulders with a big shot.</li>
 	<li>Celebrities and models often visit Great American for their meals. During the day, the restaurant gets many individuals from the business world for lunch, and many nearby office buildings order their meals from the Great American Health Bar.</li>
</ul>",checked,,"Food,Restaurant",Dairy(Cholov Yisroel),North America,USA,New York,Manhattan,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,+1 212-355-5177,OK,http://www.greatamericantogo.net/,moderate,40.7639530,-73.9758830,"35 W 57th St, New York, NY 10019, USA",https://www.facebook.com/GreatAmericanHealthBar/,http://www.ok.org/consumers/ok-certified-restaurants/,,monday,custom,09:00,"a:1:{i:0;s:5:""21:00"";}",custom,09:00,"a:1:{i:0;s:5:""21:00"";}",custom,"a:1:{i:0;s:5:""09:00"";}","a:1:{i:0;s:5:""21:00"";}",custom,"a:1:{i:0;s:5:""09:00"";}","a:1:{i:0;s:5:""21:00"";}",custom,"a:1:{i:0;s:5:""09:00"";}","a:1:{i:0;s:5:""15:00"";}",closed,,,custom,"a:1:{i:0;s:5:""11:00"";}",,15/9/2017,20/7/2021,,,,https://scontent-iad3-2.xx.fbcdn.net/v/t1.18169-9/11146526_963550360331218_604802751481313357_n.jpg?_nc_cat=100&ccb=1-5&_nc_sid=09cbfe&_nc_ohc=cC1b-V1u9YgAX_P5sWD&_nc_ht=scontent-iad3-2.xx&oh=9d644e13ef4622ad3a95cb940e0480ba&oe=61D1A23A   https://scontent-iad3-2.xx.fbcdn.net/v/t31.18172-8/22459204_1691536037532643_7912044221896658656_o.jpg?_nc_cat=100&ccb=1-5&_nc_sid=cdbe9c&_nc_ohc=ISNuPBCq6woAX8lAgMV&tn=8xwR0EZvVxQK3iol&_nc_ht=scontent-iad3-2.xx&oh=b164d59e1e652b0d70222253a74f4107&oe=61CF21B5   https://scontent-iad3-2.xx.fbcdn.net/v/t1.18169-9/14079488_1264923193527265_3178574784037851906_n.jpg?_nc_cat=110&ccb=1-5&_nc_sid=cdbe9c&_nc_ohc=LN5yjewUbi0AX97E9NZ&_nc_ht=scontent-iad3-2.xx&oh=92a621c14124cdb820ecec26b81ba5d0&oe=61D0C321   https://scontent-iad3-2.xx.fbcdn.net/v/t1.18169-9/14203094_1264923196860598_6822097139877192200_n.jpg?_nc_cat=111&ccb=1-5&_nc_sid=cdbe9c&_nc_ohc=Z63586iSIcMAX-sowV0&_nc_ht=scontent-iad3-2.xx&oh=4b365693f9bcfe50cffd3674ecc9f3f8&oe=61D17D1D,,,,,,
5838,Ta-im,"<h3>Kosher ""style""</h3>
<strong>NOT KOSHER -  NOT KOSHER -  NOT KOSHER -  NOT KOSHER -  NOT KOSHER -  NOT KOSHER </strong>
<ul>
 	<li>This restaurant is ""Kosher STYLE,"" <strong>not</strong> KOSHER.</li>
 	<li>We added it to the site to save you research time.</li>
</ul>
<strong>NOT KOSHER -  NOT KOSHER -  NOT KOSHER -  NOT KOSHER -  NOT KOSHER -  NOT KOSHER </strong>",checked,,Restaurant,,Asia,Japan,Tokyo,Shibuya,https://images.unsplash.com/photo-1599508704512-2f19efd1e35f?ixid=MnwxMjA3fDB8MHxzZWFyY2h8NHx8cXVlc3Rpb258ZW58MHx8MHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=800&q=60,,,,moderate,35.6479037,139.7174928,1 Chome-29-16 Ebisu Tokyo Japan,,,,,,,,,,,,,,,,,,,,,,,,,,25/3/2018,12/2/2021,,,,"https://bento.com/rp/800/800-ebisu-taim2.jpg
https://media-cdn.tripadvisor.com/media/photo-s/06/a3/ae/ea/ta-im.jpg
https://images.happycow.net/venues/1024/35/92/hcmp35929_528010.jpeg",,,1 Chome-29-16 Ebisu,150-0013,,
13054,Kish Kash,"<h3>No Kosher certification. Opens on Shabbat.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li><strong>They do not have a Kosher certification and they open on Shabbat.</strong></li>
 	<li>Kish-Kash, the newest concept by New York City’s leading Israeli/Middle Eastern Chef and restaurateur, Einat Admony, opened at 455 Hudson Street on June 18, 2018.</li>
 	<li>Named for the sieve traditionally used to make couscous, Kish-Kash is the first-ever couscous bar in New York City specialising in hand-rolled, hand-sieved Moroccan couscous and authentic North African Jewish cuisine.</li>
 	<li>Kish-Kash is a casual dining concept with a specialised menu featuring real Moroccan couscous, braised meats, fish, salads, challah, pickled veggies, and wines from Israel and North Africa.</li>
 	<li>All meat dishes are Kosher.</li>
</ul>",checked,,"Food,Restaurant",Meat,North America,USA,New York,Manhattan,https://images.unsplash.com/photo-1599508704512-2f19efd1e35f?ixid=MnwxMjA3fDB8MHxzZWFyY2h8NHx8cXVlc3Rpb258ZW58MHx8MHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=800&q=60,+1 646-609-5298,,https://www.kishkashnyc.com/,moderate,40.7314080,-74.0069920,"455 Hudson St, New York, NY 10014, USA",https://www.facebook.com/KishKashNYC/?ref=page_internal,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/kishkashnyc/?hl=en,4/9/2018,23/3/2021,,,,,,,,,,
11384,Desserts Plus Restaurant Cafe and Deli,"<h3>NO LONGER KOSHER</h3>
<b>NO LONGER KOSHER.</b>

Desserts Plus – which was operating under the supervision of Rabbi Yossi Benarroch, the spiritual leader of Adas Yeshurun Herzlia, Winnipeg’s main Orthodox synagogue, on behalf of the Orthodox Union – withdrew on Nov. 1. (<a href=""http://www.cjnews.com/news/canada/this-is-a-double-whammy-winnipeg-loses-its-two-private-kosher-restaurants"" target=""_blank"" rel=""noopener noreferrer"">Source</a>)

&nbsp;",checked,,"Food,Restaurant",,North America,Canada,Manitoba,,https://images.unsplash.com/photo-1599508704512-2f19efd1e35f?ixid=MnwxMjA3fDB8MHxzZWFyY2h8NHx8cXVlc3Rpb258ZW58MHx8MHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=800&q=60,+1 204-339-1957,,http://www.desserts-plus.com/index.html,moderate,49.8964230,-97.2083002,"664 King Edward St, Winnipeg, MB R3H 0P2, Canada",https://www.facebook.com/DessertsPlus/?ref=br_rs,,,,,,,,,,,,,,,,,,,,,,,,,28/7/2018,15/7/2021,,,,,,,,,,
11401,Bermax Caffè+Bistro,"<h3>NO LONGER KOSHER</h3>
NO LONGER KOSHER.

BerMax Caffè + Bistro – which opened for business under the auspices of Rabbi Avraham Altein, the city’s chief Lubavitch rabbi, four years ago – withdrew from kosher supervision right after Rosh Hashanah. (<a href=""http://www.cjnews.com/news/canada/this-is-a-double-whammy-winnipeg-loses-its-two-private-kosher-restaurants"" target=""_blank"" rel=""noopener noreferrer"">Source</a>)",checked,,"Food,Restaurant",,North America,Canada,Manitoba,,https://images.unsplash.com/photo-1599508704512-2f19efd1e35f?ixid=MnwxMjA3fDB8MHxzZWFyY2h8NHx8cXVlc3Rpb258ZW58MHx8MHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=800&q=60,+1 204-691-0044,,https://www.bermaxcaffe.com/,moderate,49.8637650,-97.2020061,"1800 Corydon Ave, Winnipeg, MB R3N 0K3, Canada",https://www.facebook.com/BerMaxCaffe/,,,,,,,,,,,,,,,,,,,,,,,,,28/7/2018,15/7/2021,,,,,,,,,,
10630,Ben's Deli,"<h3>Non-glatt Kosher, open on Shabbat, by conservative rabbi.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>Kosher Without Borders is designed to help you find Kosher food made to Orthodox standards anywhere on Earth.</li>
 	<li>We also list non-Orthodox providers and closed establishments to clear up any doubts you might have, if you come across them whilst searching online.</li>
 	<li>You can email them at: <a href=""mailto:Manhattan@BensDeli.net"" target=""_blank"" rel=""noopener noreferrer"">Manhattan@BensDeli.net</a>.</li>
 	<li>Read more about the <a href=""https://www.beth-am.org/clergy_and_staff"" target=""_blank"" rel=""noopener noreferrer"">conservative rabbi</a> who certifies Ben's (<strong>NON-ORTHODOX)</strong>.</li>
 	<li>Catering and delivery services available.</li>
</ul>",checked,,"Food,Delivery/Pickup,Catering ",Meat,North America,USA,New York,Manhattan,https://images.unsplash.com/photo-1599508704512-2f19efd1e35f?ixid=MnwxMjA3fDB8MHxzZWFyY2h8NHx8cXVlc3Rpb258ZW58MHx8MHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=800&q=60,+1 212-398-2367,Rabbi Paul Plotkin,http://www.bensdeli.net/,moderate,40.7538547,-73.9892364,"209 W 38th St, New York, NY 10018, EE. UU.",https://www.facebook.com/benskosherdelifanpage,https://www.beth-am.org/clergy_and_staff,,monday,custom,11:00,"a:1:{i:0;s:5:""19:00"";}",custom,"a:1:{i:0;s:5:""11:00"";}","a:1:{i:0;s:5:""19:00"";}",custom,"a:1:{i:0;s:5:""11:00"";}","a:1:{i:0;s:5:""19:00"";}",custom,"a:1:{i:0;s:5:""11:00"";}","a:1:{i:0;s:5:""19:00"";}",custom,"a:1:{i:0;s:5:""11:00"";}","a:1:{i:0;s:5:""19:00"";}",closed,,,closed,,https://www.instagram.com/bensdeli/?hl=en,8/8/2018,20/7/2021,,,,https://www.google.com/maps/uv?pb=!1s0x89c259ac847c72a3%3A0xd722fdfca862d447!3m1!7e115!4shttps%3A%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMFeD6pDshtcIWDOXmmQ8r5GWdw8jMeQHce9hJ6%3Dw297-h160-k-no!5sBen%27s%20Deli%20209%20W%2038th%20St%2C%20New%20York%2C%20NY%2010018%2C%20EE.%20UU.%20-%20Google%20Search!15sCgIgAQ&imagekey=!1e10!2sAF1QipMFeD6pDshtcIWDOXmmQ8r5GWdw8jMeQHce9hJ6&hl=en&sa=X&ved=2ahUKEwiC-eKFgKD0AhVimmoFHWUKB5YQoip6BAhnEAM    https://www.google.com/maps/uv?pb=!1s0x89c259ac847c72a3%3A0xd722fdfca862d447!3m1!7e115!4shttps%3A%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMFeD6pDshtcIWDOXmmQ8r5GWdw8jMeQHce9hJ6%3Dw297-h160-k-no!5sBen%27s%20Deli%20209%20W%2038th%20St%2C%20New%20York%2C%20NY%2010018%2C%20EE.%20UU.%20-%20Google%20Search!15sCgIgAQ&imagekey=!1e10!2sAF1QipNrgRmvXodEazDXOMfO3HiTQssA1iXpFNKJiPbJ&hl=en&sa=X&ved=2ahUKEwiC-eKFgKD0AhVimmoFHWUKB5YQoip6BAhnEAM&cshid=1637172940366621,,,,,,
12198,Bagel Factory,"<h3>Non-Orthodox certification. Open on Shabbat.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>Dairy. <strong>Non-Orthodox</strong> Rabbi certification.</li>
 	<li>The Original Bagel Factory is working since the mid 1970's! Offers over 25 varieties of bagels, over 10 cream cheese that they make.</li>
 	<li>Kosher Without Borders makes it easy to find Kosher food certified by Orthodox standards only. We list non-Orthodox to satisfy and attend to everyone's needs.</li>
 	<li>From <a href=""http://koshermichigan.com/standards/"" target=""_blank"" rel=""noopener noreferrer"">Kosher Michigan’s website</a>:</li>
</ul>
""All ingredients used in food production at establishments under Kosher Michigan’s certification must be approved by Rabbi Jason Miller and bear an approved kosher symbol (hechsher). No new ingredients or products may be introduced with prior approval from Rabbi Jason Miller. In most cases, only cheeses with a reliable kosher symbol are used in the production of food. If cheeses that do not bear a reliable kosher symbol are used, they must be USDA-approved cheeses made in the U.S.and the kosher certification letter must stipulate this. These cheeses are approved as kosher by the Conservative Movement through a <a href=""http://rabbinicalassembly.org/teshuvot/docs/19912000/abelson_microbial.pdf"" target=""_blank"" rel=""noopener noreferrer"">legal ruling</a> by the International Rabbinical Assembly’s Committee on Jewish Law and Standards (Yoreh Deah 87:10; Rabbi Kassel Abelson 1994).""",checked,,Restaurant,"Dairy(Cholov Yisroel),Pareve",North America,USA,Michigan,,https://images.unsplash.com/photo-1599508704512-2f19efd1e35f?ixid=MnwxMjA3fDB8MHxzZWFyY2h8NHx8cXVlc3Rpb258ZW58MHx8MHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=800&q=60,(248) 352-5695,Kosher Michigan,https://www.facebook.com/The-Original-Bagel-Factory-136954333019288/,moderate,42.5006339,-83.2865336,"24551 West, 12 Mile Rd. Southfield, MI 48004",,http://koshermichigan.com/,,,,,,,,,,,,,,,,,,,,,,,,13/8/2018,22/1/2021,,,,https://www.google.com/maps/uv?pb=!1s0x8824b79b4994cda1%3A0x1067bd0bd8914b1d!3m1!7e115!4shttps%3A%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMSRgX0QsJFNoo0n_UWRJAMfZy0m-tvHAiKuFXk%3Dw213-h160-k-no!5sBagel%20Factory%20%2024551%20West%2C%2012%20Mile%20Rd.%20Southfield%2C%20MI%2048004%20-%20Google%20Search!15sCgIgAQ&imagekey=!1e10!2sAF1QipMQ8y1fjZoFBzAYOtUVOVvvAcDE6uFkxNsyriWN&hl=en&sa=X&ved=2ahUKEwiD1vy7ua_0AhVNgnIEHShSChcQoip6BAhJEAM,,,,,,
12194,Birmingham Chocolate – Schakolad Chocolate Factory,"<h3>Non-Orthodox certification. Open on Shabbat.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>Dairy.<strong> Non-Orthodox Rabbi</strong> certification.</li>
 	<li>Kosher Without Borders is designed to help you find Kosher food made to Orthodox standards anywhere on Earth.</li>
 	<li>We also list non-Orthodox providers and closed establishments to clear up any doubts you might have, if you come across them whilst searching online.</li>
 	<li>They offer chocolates ""made fresh on premises,"" using a three-generation European style family recipe.</li>
 	<li>The ""made fresh on premises"" concept means that chocolate items do not come pre-packaged from headquarters, rather than items are prepared and dipped at each individual retail location allowing their franchise owners the flexibility to be creative and customise their fresh products to the customer's request.</li>
 	<li>Their products are sold in a very cosy and friendly environment.</li>
 	<li>From <a href=""http://koshermichigan.com/standards/"" target=""_blank"" rel=""noopener noreferrer"">Kosher Michigan’s website</a>:</li>
</ul>
""All ingredients used in food production at establishments under Kosher Michigan’s certification must be approved by Rabbi Jason Miller and bear an approved kosher symbol (hechsher). No new ingredients or products may be introduced with prior approval from Rabbi Jason Miller. In most cases, only cheeses with a reliable kosher symbol are used in the production of food. If cheeses that do not bear a reliable kosher symbol are used, they must be USDA-approved cheeses made in the U.S.and the kosher certification letter must stipulate this. <strong>These cheeses are approved as kosher by the Conservative Movement</strong> through a <a href=""http://rabbinicalassembly.org/teshuvot/docs/19912000/abelson_microbial.pdf"" target=""_blank"" rel=""noopener noreferrer"">legal ruling</a> by the International Rabbinical Assembly’s Committee on Jewish Law and Standards (Yoreh Deah 87:10; Rabbi Kassel Abelson 1994).""
<ul>
 	<li><a href=""http://koshermichigan.com/wp-content/uploads/2014/02/Schakolad-Certification-Letter.pdf"" target=""_blank"" rel=""noopener noreferrer"">Certification letter</a>.</li>
</ul>",checked,,"Bakery,Food",,North America,USA,Michigan,,https://images.unsplash.com/photo-1599508704512-2f19efd1e35f?ixid=MnwxMjA3fDB8MHxzZWFyY2h8NHx8cXVlc3Rpb258ZW58MHx8MHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=800&q=60,(248) 723-8008,Kosher Michigan,http://www.schakolad.com/,moderate,42.5463567,-83.2360358,"1728 West Maple Road Birmingham, MI 48009",,http://koshermichigan.com/,,,,,,,,,,,,,,,,,,,,,,,,13/8/2018,20/1/2021,,,,,,,,,,
12161,Krishna Catering and Restaurant,"<h3>Non-Orthodox certification. Open on Shabbat.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>Vegetarian. Non-Orthodox Rabbi certification.</li>
 	<li><em>Krishna</em> is a major deity in Hinduism.</li>
 	<li>Kosher Without Borders is designed to help you find Kosher food made to Orthodox standards anywhere on Earth.</li>
 	<li>We also list non-Orthodox providers and closed establishments to clear up any doubts you might have, if you come across them whilst searching online.</li>
 	<li>Home-style Indian food. All vegetarian and vegan. Lunch buffet with dessert every day until 3:00 pm.</li>
 	<li>Located 24 miles northwest of downtown Detroit.</li>
 	<li>From <a href=""http://koshermichigan.com/standards/"" target=""_blank"" rel=""noopener noreferrer"">Kosher Michigan’s website</a>:</li>
</ul>
""All ingredients used in food production at establishments under Kosher Michigan’s certification must be approved by Rabbi Jason Miller and bear an approved kosher symbol (hechsher). No new ingredients or products may be introduced with prior approval from Rabbi Jason Miller. In most cases, only cheeses with a reliable kosher symbol are used in the production of food. If cheeses that do not bear a reliable kosher symbol are used, they must be USDA-approved cheeses made in the U.S.and the kosher certification letter must stipulate this. These cheeses are approved as kosher by the Conservative Movement through a <a href=""http://rabbinicalassembly.org/teshuvot/docs/19912000/abelson_microbial.pdf"" target=""_blank"" rel=""noopener noreferrer"">legal ruling</a> by the International Rabbinical Assembly’s Committee on Jewish Law and Standards (Yoreh Deah 87:10; Rabbi Kassel Abelson 1994).""",checked,,Restaurant,"Dairy (Cholov Stam),Pareve",North America,USA,Michigan,,https://images.unsplash.com/photo-1599508704512-2f19efd1e35f?ixid=MnwxMjA3fDB8MHxzZWFyY2h8NHx8cXVlc3Rpb258ZW58MHx8MHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=800&q=60,(734) 513-3663,Kosher Michigan,http://www.krishnacatering.com/2001.html,moderate,42.5110683,-83.3584438,"29206 Orchard Lake Rd, Farmington Hills, MI 48334",https://www.facebook.com/Krishna-Catering-Restaurant-277020872309103/,http://koshermichigan.com/,,,,,,,,,,,,,,,,,,,,,,,,13/8/2018,21/1/2021,,,,https://www.google.com/maps/uv?pb=!1s0x883b4b7045ffe15f%3A0x51aab2ae3e7b9882!3m1!7e115!4shttps%3A%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOo3IEFdH9LmsNamIGZ2UolruCaI8apA7D0vga8%3Dw160-h160-k-no!5sKrishna%20Catering%20and%20Restaurant%20-%20Google%20Search!15sCgIgAQ&imagekey=!1e10!2sAF1QipOo3IEFdH9LmsNamIGZ2UolruCaI8apA7D0vga8&hl=en&sa=X&ved=2ahUKEwjzjJurtq_0AhXQmHIEHamgBBsQoip6BAhIEAM    https://www.google.com/maps/uv?pb=!1s0x883b4b7045ffe15f%3A0x51aab2ae3e7b9882!3m1!7e115!4shttps%3A%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOo3IEFdH9LmsNamIGZ2UolruCaI8apA7D0vga8%3Dw160-h160-k-no!5sKrishna%20Catering%20and%20Restaurant%20-%20Google%20Search!15sCgIgAQ&imagekey=!1e10!2sAF1QipPdnzLAyVJ3rIP7wxPQnCNurlH9p5b8tzyU8YxK&hl=en&sa=X&ved=2ahUKEwjzjJurtq_0AhXQmHIEHamgBBsQoip6BAhIEAM,,,,,,
12178,Earthen Jar Restaurant,"<h3>Non-Orthodox certification. Open on Shabbat.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>Vegetarian.<strong> Non-Orthodox</strong> Rabbi certification.</li>
 	<li>Kosher Without Borders is designed to help you find Kosher food made to Orthodox standards anywhere on Earth.</li>
 	<li>We also list non-Orthodox providers and closed establishments to clear up any doubts you might have, if you come across them while searching online.</li>
 	<li>Earthen Jar Restaurant is a mostly vegan Indian buffet in Ann Arbor. Earthen Jar, Ann Arbor Michigan’s only Kosher restaurant, can be a place for a quick, inexpensive meal for dining in or takeaway.</li>
 	<li>From <a href=""http://koshermichigan.com/standards/"" target=""_blank"" rel=""noopener noreferrer"">Kosher Michigan’s website</a>:</li>
</ul>
""All ingredients used in food production at establishments under Kosher Michigan’s certification must be approved by Rabbi Jason Miller and bear an approved kosher symbol (hechsher). No new ingredients or products may be introduced with prior approval from Rabbi Jason Miller. In most cases, only cheeses with a reliable kosher symbol are used in the production of food. <strong>If cheeses that do not bear a reliable kosher symbol are used, they must be USDA-approved cheeses made in the U.S.and the kosher certification letter must stipulate this. These cheeses are approved as kosher by the Conservative Movement</strong> through a <a href=""http://rabbinicalassembly.org/teshuvot/docs/19912000/abelson_microbial.pdf"" target=""_blank"" rel=""noopener noreferrer"">legal ruling</a> by the International Rabbinical Assembly’s Committee on Jewish Law and Standards (Yoreh Deah 87:10; Rabbi Kassel Abelson 1994).""",checked,,"Delivery/Pickup,Restaurant",,North America,USA,Michigan,,https://images.unsplash.com/photo-1599508704512-2f19efd1e35f?ixid=MnwxMjA3fDB8MHxzZWFyY2h8NHx8cXVlc3Rpb258ZW58MHx8MHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=800&q=60,+1 734-327-9464,Kosher Michigan,http://www.earthenjar.com/,moderate,42.2790952,-83.7458727,"311 S 5th Ave, Ann Arbor, MI 48104, USA",https://www.facebook.com/Earthen.Jar,http://koshermichigan.com/,,,,,,,,,,,,,,,,,,,,,,,,13/8/2018,20/1/2021,,,,https://www.google.com/maps/uv?pb=!1s0x883cae3e9b7f0747%3A0xdc72fe3f09affe80!3m1!7e115!4shttps%3A%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipM-g1ubNM1ckIrA3Al-cVGuZmp5vzgMC2Ux8saX%3Dw213-h160-k-no!5sEarthen%20Jar%20Restaurant%20-%20Google%20Search!15sCgIgAQ&imagekey=!1e10!2sAF1QipM-g1ubNM1ckIrA3Al-cVGuZmp5vzgMC2Ux8saX&hl=en&sa=X&ved=2ahUKEwiY5v3Gu6_0AhXrj3IEHTEhCAIQoip6BAhDEAM,,,,,,
